employee_id,employee_name,department,employment_status,joining_date,service_period,leave_type,start_date,end_date,leave_duration,reason,reason_category,approved
EMP00939,Employee_939,Admin,Probation,2022-12-13,1092,Emergency,2026-01-02,2026-01-20,19,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00940,Employee_940,Marketing,Probation,2023-05-06,948,Casual,2025-12-14,2025-12-21,8,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00941,Employee_941,IT,Probation,2024-02-25,653,Sick,2026-01-06,2026-01-12,7,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00942,Employee_942,Finance,Probation,2024-08-12,484,Emergency,2025-12-13,2025-12-20,8,Need to undergo surgery and recovery time at home,Medical,0
EMP00943,Employee_943,Operations,Probation,2023-03-20,995,Emergency,2025-12-30,2026-01-12,14,Child met with an accident and needs immediate care,Emergency,0
EMP00944,Employee_944,Finance,Probation,2025-03-04,280,Sick,2026-01-04,2026-01-12,9,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00945,Employee_945,Finance,Contract,2025-09-13,87,Emergency,2025-12-11,2025-12-11,1,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00946,Employee_946,Sales,Contract,2024-04-07,611,Sick,2026-01-07,2026-01-20,14,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00947,Employee_947,IT,Contract,2025-02-24,288,Casual,2025-12-28,2025-12-31,4,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00948,Employee_948,HR,Contract,2022-12-29,1076,Earned,2026-01-07,2026-01-22,16,Planned family vacation to spend quality time together,Personal,0
EMP00949,Employee_949,HR,Probation,2024-02-03,675,Emergency,2026-01-08,2026-01-15,8,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00950,Employee_950,HR,Permanent,2024-09-26,439,Earned,2025-12-23,2026-01-06,15,Dealing with severe migraine attacks requiring rest and medication,Medical,1
EMP00951,Employee_951,Engineering,Probation,2022-12-12,1093,Earned,2025-12-20,2025-12-23,4,Need to handle some important personal matters,Other,0
EMP00952,Employee_952,Admin,Contract,2024-07-22,505,Earned,2025-12-21,2025-12-25,5,Diagnosed with infection and need time for medication and treatment,Medical,1
EMP00953,Employee_953,Operations,Permanent,2025-09-28,72,Sick,2025-12-18,2025-12-25,8,Having flu symptoms and doctor advised rest for few days,Medical,1
EMP00954,Employee_954,Sales,Contract,2025-04-03,250,Casual,2025-12-22,2026-01-05,15,Attending important family function out of town,Personal,0
EMP00955,Employee_955,Operations,Probation,2025-06-07,185,Casual,2025-12-16,2025-12-25,10,Parent's birthday celebration and family get together,Personal,0
EMP00956,Employee_956,Sales,Contract,2023-08-29,833,Sick,2026-01-06,2026-01-14,9,Taking time off for self-care and rejuvenation,Other,0
EMP00957,Employee_957,IT,Probation,2023-07-27,866,Sick,2026-01-01,2026-01-06,6,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00958,Employee_958,Sales,Probation,2024-02-08,670,Emergency,2026-01-03,2026-01-03,1,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00959,Employee_959,Finance,Permanent,2023-09-10,821,Casual,2025-12-20,2025-12-29,10,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00960,Employee_960,HR,Permanent,2024-07-15,512,Casual,2025-12-31,2026-01-19,20,Personal reasons requiring few days of absence,Other,0
EMP00961,Employee_961,Admin,Probation,2025-03-10,274,Earned,2025-12-31,2026-01-05,6,Personal reasons requiring few days of absence,Other,0
EMP00962,Employee_962,Operations,Permanent,2025-06-19,173,Emergency,2025-12-15,2025-12-26,12,Close relative in critical condition at emergency room,Emergency,1
EMP00963,Employee_963,Marketing,Permanent,2025-10-22,48,Casual,2025-12-24,2025-12-26,3,Religious festival celebration with family gathering,Personal,1
EMP00964,Employee_964,Finance,Permanent,2023-09-09,822,Emergency,2025-12-18,2026-01-06,20,Moving to new house and need time for relocation activities,Personal,0
EMP00965,Employee_965,HR,Permanent,2022-12-28,1077,Emergency,2026-01-05,2026-01-19,15,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00966,Employee_966,Marketing,Contract,2024-10-18,417,Casual,2025-12-19,2025-12-27,9,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00967,Employee_967,IT,Permanent,2023-07-09,884,Casual,2025-12-16,2026-01-04,20,Need time to complete pending personal documentation work,Other,0
EMP00968,Employee_968,IT,Permanent,2023-08-25,837,Casual,2025-12-19,2025-12-19,1,Need time to complete pending personal documentation work,Other,1
EMP00969,Employee_969,Admin,Permanent,2023-11-12,758,Emergency,2025-12-10,2025-12-12,3,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00970,Employee_970,IT,Contract,2024-09-30,435,Emergency,2026-01-02,2026-01-15,14,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00971,Employee_971,HR,Contract,2025-08-10,121,Sick,2026-01-08,2026-01-18,11,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00972,Employee_972,Engineering,Permanent,2024-07-07,520,Emergency,2025-12-22,2025-12-31,10,Death in the family and need to attend funeral arrangements,Emergency,1
EMP00973,Employee_973,Engineering,Contract,2024-12-06,368,Earned,2025-12-26,2025-12-31,6,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00974,Employee_974,Admin,Permanent,2025-06-08,184,Earned,2025-12-23,2026-01-08,17,Religious festival celebration with family gathering,Personal,0
EMP00975,Employee_975,HR,Probation,2025-09-09,91,Casual,2026-01-06,2026-01-21,16,Personal reasons requiring few days of absence,Other,0
EMP00976,Employee_976,IT,Probation,2024-06-17,540,Earned,2025-12-20,2026-01-05,17,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00977,Employee_977,Sales,Contract,2023-03-08,1007,Casual,2026-01-06,2026-01-23,18,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00978,Employee_978,Engineering,Permanent,2025-02-07,305,Sick,2025-12-15,2025-12-22,8,Want to pursue personal hobby project during time off,Other,1
EMP00979,Employee_979,IT,Permanent,2023-03-01,1014,Sick,2025-12-21,2026-01-04,15,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00980,Employee_980,Admin,Probation,2023-03-05,1010,Sick,2025-12-13,2025-12-17,5,Need to undergo surgery and recovery time at home,Medical,0
EMP00981,Employee_981,Operations,Permanent,2024-12-29,345,Earned,2026-01-07,2026-01-25,19,Need break from work for personal well-being,Other,0
EMP00982,Employee_982,Marketing,Contract,2025-11-30,9,Casual,2026-01-08,2026-01-21,14,Planned family vacation to spend quality time together,Personal,0
EMP00983,Employee_983,Admin,Contract,2025-05-29,194,Earned,2025-12-19,2025-12-19,1,Taking break for mental health and stress relief,Other,1
EMP00984,Employee_984,HR,Probation,2025-01-28,315,Sick,2025-12-24,2025-12-26,3,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00985,Employee_985,Admin,Contract,2024-06-05,552,Sick,2025-12-11,2025-12-21,11,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00986,Employee_986,Sales,Contract,2025-03-19,265,Casual,2026-01-04,2026-01-05,2,Having flu symptoms and doctor advised rest for few days,Medical,1
EMP00987,Employee_987,Sales,Permanent,2025-07-17,145,Emergency,2025-12-22,2025-12-24,3,Child met with an accident and needs immediate care,Emergency,1
EMP00988,Employee_988,IT,Permanent,2025-10-27,43,Casual,2025-12-22,2025-12-27,6,Planning to attend professional certification exam,Other,0
EMP00989,Employee_989,Finance,Permanent,2024-04-06,612,Emergency,2026-01-02,2026-01-15,14,Critical emergency involving elderly family member hospitalization,Emergency,1
EMP00990,Employee_990,Finance,Probation,2025-05-26,197,Earned,2025-12-16,2026-01-01,17,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00991,Employee_991,IT,Probation,2024-06-07,550,Emergency,2026-01-03,2026-01-05,3,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00992,Employee_992,Finance,Probation,2023-07-20,873,Sick,2025-12-26,2025-12-27,2,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00993,Employee_993,Marketing,Contract,2025-01-25,318,Emergency,2025-12-30,2026-01-15,17,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00994,Employee_994,Operations,Probation,2023-06-27,896,Sick,2025-12-19,2026-01-03,16,Home renovation work supervision requiring presence,Personal,0
EMP00995,Employee_995,Operations,Permanent,2023-01-02,1072,Emergency,2025-12-28,2026-01-06,10,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00996,Employee_996,HR,Contract,2023-07-22,871,Emergency,2025-12-24,2025-12-27,4,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00997,Employee_997,Operations,Probation,2024-07-05,522,Sick,2025-12-10,2025-12-26,17,Want to pursue personal hobby project during time off,Other,0
EMP00998,Employee_998,Finance,Probation,2025-09-07,93,Sick,2026-01-07,2026-01-20,14,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00999,Employee_999,Admin,Contract,2023-06-01,922,Earned,2026-01-08,2026-01-18,11,Planned family vacation to spend quality time together,Personal,0
EMP01000,Employee_1000,Finance,Permanent,2024-06-25,532,Sick,2025-12-27,2026-01-09,14,Taking break for mental health and stress relief,Other,0
